id,name,author,author_url,clone_url,description
0,go,LetsTry Official,https://github.com/letstrygo,https://github.com/letstrygo/go-template.git,A simple template for a Go project.
0,go,LetsTry Official,https://github.com/letstrygo,https://github.com/letstrygo/go-template.git,A simple template for a Go project.
